,CompanyName,CompanyNumber,names,roles
3410384,REAL CANNA SEEDS PLC,12701603,"['ROBINSON, David Paul:', 'NORDVI, Pal Anders:', 'SPIELMANN, Oliver Michael:']","['Secretary', 'Director', 'Director']"
3410632,REAL ESTATE ASSOCIATES (GP) PLC,04862610,"['DOWSON, Ian Gerald:', 'BATE, Alan John:', 'DOWSON, Ian Gerald:']","['Secretary', 'Director', 'Director']"
3410642,REAL ESTATE BROKERAGE PLC,12198787,"['LEGAL SECRETARIES LTD:', 'SCHUCHART, Kerstin:', 'SCHUCHART REAL ESTATE LTD:']","['Secretary', 'Director', 'Director']"
3410727,REAL ESTATE INVESTORS PLC,05045715,"['DALY, Marcus Hugh Paul:', 'BASSI, Paramjit Singh:', 'CRABTREE, John Rawcliffe Airey:', 'DALY, Marcus Hugh Paul:', 'LONDON, Peter:', 'WYATT, William Penfold:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
3410947,REAL GOOD FOOD PLC,04666282,"['KEELING, Maribeth:', ""D'UNIENVILLE, Jacques:"", 'HOLT, Michael John:', 'KEELING, Maribeth:', 'LUMSDEN, Gail Mentier:', 'MACKENZIE, Judith Anne:', 'RIDGWELL, Anthony Patrick:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3413461,REASSURE GROUP PLC,11597179,"['PEARL GROUP SECRETARIAT SERVICES LIMITED:', 'BRIGGS, Andrew David:', 'SWIFT, William Edward:', 'THAKRAR, Rakesh Kishore:']","['Secretary', 'Director', 'Director', 'Director']"
3415493,RECKITT BENCKISER GROUP PLC,06270876,"['BONDY, Rupert:', 'BOHUON, Olivier Jean:', 'BONFIELD, Andrew Robert John:', 'CARR, Jeffrey:', 'DURANTE, Nicandro:', 'HARRIS, Mary Elaine:', 'KHAN, Mehmood, Dr:', 'KIRBY, Pamela Josephine, Dr:', 'MATHEW, Sara:', 'NARASIMHAN, Laxman:', 'SINCLAIR, Christopher Alan:', 'STOCK, Elane:', 'VALLE, Margherita Della:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3415518,RECKITT BENCKISER TREASURY SERVICES PLC,05960843,"['HODGES, James Edward:', 'CARR, Jeffrey:', 'DIXON, John:', 'HODGES, James Edward:', 'MARTEL, Timothy John:', 'WILLIAMS, Gareth:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
3415915,RECOMMENDOLOGY SOFTWARE PLC,13179250,"['LINDSAY, Joseph:', 'LINDSAY, Joseph:', 'MOLLOY, Gerard William:']","['Secretary', 'Director', 'Director']"
3416104,RECORD PLC,01927640,"['MANNING, Joanne:', 'CULLEN, Steven Peter:', 'EDWARDS, Timothy Peter Warren:', 'HILARY, Rosemary:', 'MEIER, Leslie Francoise:', 'RECORD, Neil Peter:', 'TUFNELL, Rosina Jane:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3416824,RECRUITMENT GROUP HOLDINGS PLC,10150044,"['JANAGOL, Harbans:', 'JANAGOL, Harbans Raj:', 'MADGWICK, Justin:', 'PARRY, Cameron John:', 'SWAILES, Conrad Simon:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3417142,RECTORY HOMES BONDS PLC,09331868,"['HARRIS, Stewart:', 'ULLATHORNE, David:', 'VICKERS, Simon Peter:']","['Director', 'Director', 'Director']"
3417612,RED & BLACK AUTO LEASE UK 1 PLC,11577394,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'WHITAKER, Paivi Helena:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
3420625,RED LEOPARD HOLDINGS PLC,05289187,"['BALDWIN, Nicola:', 'ADAM, Stuart James:', 'HAYWARD, Toby Jonathan Langford:', 'HOYER, Thomas Karl Stig:', 'MAY, John Joseph:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3421749,RED RIBBON ASSET MANAGEMENT PLC,06228303,"['PEDERSEN, Arvid Traaseth:', 'KHAN, Zulfiqar Ali:', 'PASRICHA, Prem Nath:', 'PEDERSEN, Arvid Traaseth:', 'PUNNOSE, Suchit:', 'RODKER, Paul Anthony:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
3421920,RED ROCK RESOURCES PLC,05225394,"['RONALDSON, Stephen Frank:', 'BELL, Andrew Ronald Mcmillan:', 'KAINTZ, Scott Christopher:', 'QUINN, Sam Delevan:']","['Secretary', 'Director', 'Director', 'Director']"
3423867,REDBOX MOBILE PLC,08423646,"['ROWELL, Gavin Geoffrey:', 'MUDIE, Rory Andrew:', ""O'DONOVAN, Kevin:"", 'ROWELL, Gavin Geoffrey:']","['Secretary', 'Director', 'Director', 'Director']"
3424325,REDCENTRIC PLC,08397584,"['JAGPAL, Harneet:', 'BROTHERTON, Peter James:', 'JOHNSON, Ian Roy:', 'KEMPSTER, Jonathan:', 'SENIOR, David Leslie:', 'VAUGHAN, Stephen William:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
3424636,REDDE NORTHGATE PLC,00053171,"['TILLEY, Nicholas Paul:', 'BUTCHER, Alexander Mark:', 'DAVIES, John Lewis:', 'MCCAFFERTY, Mark:', 'PALMER-BAUNACK, Avril:', 'PATTULLO, John Cook:', 'VINCENT, Philip James:', 'WARD, Martin:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3425865,REDHAT GROUP PLC,12780415,"['BOLD, Michael:', 'BOLD, Michael:', 'GABRIEL, John Craig:', 'LEWIS, David Ian:']","['Secretary', 'Director', 'Director', 'Director']"
3425866,REDHAT GROUP PLC LTD,12992391,"['BOLD, Michael:']",['Director']
3426331,REDIS INTERNATIONAL GROUP PLC,13020255,"['LEGAL SECRETARIES LTD:', 'ENGELHARDT, Ruediger Norbert Paul Maria:', 'SCHARSCHMIDT, Dirk:']","['Secretary', 'Director', 'Director']"
3427580,REDRESS SOLUTIONS PLC,09079980,"['ZUCKERMAN, Michael Andre:', 'NASTA, Marius Ion:', 'ZUCKERMAN, Michael Andre:']","['Secretary', 'Director', 'Director']"
3427749,REDROW PLC,02877315,"['COPE, Graham Anthony:', 'DULIEU, Nicola Joy:', 'HEWSON, Andrew Nicholas:', 'LYONS, Michael Thomas, Sir:', 'PRATT, Matthew John:', 'RICHMOND, Barbara Mary:', 'TUTTE, John Frederick:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3427751,REDROW REGENERATION PLC,05405272,"['COPE, Graham Anthony:', 'COPE, Graham Anthony:', 'MANN, John Richard:', 'PRATT, Matthew John:', 'RICHMOND, Barbara Mary:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3429331,REDX PHARMA PLC,07368089,"['BOOTH, Andrew William:', 'ANSON, Lisa Mary Whewell:', 'BURT, Thomas Henry:', 'GORDON WILD, Sarah Lucinda:', 'KIRSCHBAUM, Bernhard Jurgen, Dr:', 'PRESLAND, Peter Eric:', 'ROSS, Iain Gladstone:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3429519,REECE REALISATIONS PLC,00056806,[],[]
3431705,REFLEC PLC,03077246,"['DONNAN, Michael:', 'HOLDCROFT, Paul William:', 'ROBINSON, Timothy Mark:']","['Secretary', 'Director', 'Director']"
3433411,REGAL FOOD PRODUCTS GROUP PLC,07037738,"['YOUNIS, Mohammed:', 'CHAUDHRY, Mohammed Ali:', 'YOUNIS, Absar:', 'YOUNIS, Mohammed:']","['Secretary', 'Director', 'Director', 'Director']"
3434509,REGENCY FACTORS PLC,02658006,"['CRAFT, Jonathan Simon Myer:', 'CLAGUE, Stephen:', 'CRAFT, Maurice Howard:', 'DUSARA, Paresh Devchand:', 'FARRELL, John Thomas:', 'RATCLIFFE, Peter:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
3436543,REGIS GROUP PLC,01649231,"['MORSHEAD, Katharine:', 'DE VIGNE, Piers:', 'MORSHEAD, Katharine:', 'TAYLOR, Sydney Englebert:']","['Secretary', 'Director', 'Director', 'Director']"
3437101,REGUS HOLDINGS PLC,07080503,"['REGAN, Timothy Sean James Donovan:', 'REGAN, Timothy Sean James Donovan:', 'WETHERALL, Stephen James:']","['Secretary', 'Director', 'Director']"
3437668,REICHMANN PROPERTIES PLC,03550655,"['REICHMANN, Daniel:', 'GRIBBIN, Gabriel:', 'REICHMANN, Daniel Naftali:']","['Secretary', 'Director', 'Director']"
3440525,RELIANCE ANIL DHIRUBHAI AMBANI GROUP PLC,07092932,"['JAIN, Harsh Vardhan:', 'JAIN, Harsh Vardhan:']","['Secretary', 'Director']"
3440738,RELIANCE PLC,05988681,"['JAIN, Harsh Vardhan:', 'JAIN, Harsh Vardhan:']","['Secretary', 'Director']"
3441519,RELX (INVESTMENTS) PLC,05810043,"['PEREIRA, Simon John:', 'LUFF, Nicholas Lawrence:', 'UDOW, Henry Adam:']","['Secretary', 'Director', 'Director']"
3441523,RELX GROUP PLC,02746616,"['PEREIRA, Simon John:', 'LUFF, Nicholas Lawrence:', 'UDOW, Henry Adam:']","['Secretary', 'Director', 'Director']"
3441525,RELX PLC,00077536,"['UDOW, Henry Adam:', 'ENGSTROM, Erik:', 'FELIX, June Yee:', 'HAUSER, Wolfhart Gunnar:', 'HOGG, Charlotte Mary:', 'LUFF, Nicholas Lawrence:', 'MACLEOD, Robert James:', 'SANFORD, Linda Szabat:', 'SUKAWATY, Andrew John:', 'VAN LIER LELS, Marike:', 'WALKER, Paul Ashton:', 'WOOD, Suzanne:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3442998,REMOTE MONITORED SYSTEMS PLC,09109008,"['CARGIL MANAGEMENT SERVICES LIMITED:', 'CLARKE, Richard John George:', 'LEGGE, Antony Fabian:', 'RICHARDSON, John Charles:']","['Secretary', 'Director', 'Director', 'Director']"
3443865,RENAISSANCE SENIOR LIVING PLC,12801528,"['OLIVIER, Stefan:', 'LUTHER III, Homer Lee:', 'OLIVIER, Stefan:']","['Secretary', 'Director', 'Director']"
3443944,RENALYTIX AI PLC,11257655,"['HAMIR, Salim Gulamabbas:', 'FLEMING, Fergus:', 'LIUM, Erik Kristian, Dr:', 'MCCULLOUGH, James:', 'MILLS, Christopher Harwood Bernard:', 'MURPHY, Barbara Therese, Doctor:', 'PARIKH, Chirag, Doctor:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3444778,RENEURON GROUP PLC,05474163,"['HUNT, Michael:', 'CORN, Timothy Henry:', 'EVANS, Christopher, Sir:', 'EVANS, Mark:', 'HELLEBO, Olav, Ceo:', 'HUNT, Michael Elliott:', 'OWEN, Michael John, Dr:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3444850,RENEW HOLDINGS PLC.,00650447,"['WYNDHAM-QUIN, Sean Christopher:', 'BROWN, David Allen:', 'DASANI, Shatish Damodar:', 'FORBES, David Malcolm:', 'LIEBENBERG, Andries Petrus:', 'SCOTT, Paul:', 'WYNDHAM-QUIN, Sean Christopher:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3445092,RENEWABLE ENERGY WASTE SOLUTIONS UK PLC,10641513,"['KAIN, Adam Michael:', 'DONEGAN, Matthew Daniel Thomas:', 'HARRIS, Ben Michael:', 'MCCLINTOCK, William Ashe:', 'NG, Wai Nam Dennis, Dr:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3445354,RENEWI PLC,SC077438,"['GRIFFIN-SMITH, Philip Bernard:', 'CASTELEIN, Allard, Dr:', 'DE BONT, Otto Frank:', 'HARTLEY, Neil John:', 'SAP, Johanna Catharina Maria:', 'STERCKX, Luc Marie:', 'VERWAAIJEN, Bernardus Johannes Maria:', 'WOOLRYCH, Toby Richard:', 'WYATT, Marina May:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3447202,RENTOKIL INITIAL 1927 PLC,00224814,"['STEAD, Catherine:', 'FAGAN, Daragh Patrick Feltrim:', 'HAMPSON, Jeffreys Kristen:', 'INGALL-TOMBS, Stuart Michael:']","['Secretary', 'Director', 'Director', 'Director']"
3447213,RENTOKIL INITIAL PLC,05393279,"['FAGAN, Daragh Patrick Feltrim:', 'INGALL-TOMBS, Stuart Michael:', 'PETTIGREW, John Mark:', 'RANSOM, Andrew Mark:', 'SEYMOUR-JACKSON, Angela Charlotte:', 'SOLOMONS, Richard Leslie:', 'SOUTHERN, Julie Helen:', 'TURNER, Catherine Lucy:', 'YUEH, Linda, Dr:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3447494,RENZACCI (U.K.) PLC,01042547,"['ALEXANDER, Jason George James:', 'ALEXANDER, George:', 'ALEXANDER, Jason George James:']","['Secretary', 'Director', 'Director']"
3447839,REPAIRCRAFT PLC,00627605,"['STAINTON, Adrian Noel:', 'STAINTON, Adrian Noel:', 'STAINTON, Sally Anne:']","['Secretary', 'Director', 'Director']"
3449950,RESHAM PLC,02003609,"['MANDER, Pritpal Kaur:', 'MANDER, Balwinder Kaur:', 'MANDER, Davinder Singh, Dr:', 'MANDER, Pritpal Kaur:']","['Secretary', 'Director', 'Director', 'Director']"
3450152,RESIDENCE FOR YOU PLC,12039570,"['LEGAL SECRETARIES LTD:', 'SCHENK, Sarah:', 'SCHLOSS RANDAU LTD:']","['Secretary', 'Director', 'Director']"
3450369,RESIDENTIAL MORTGAGE SECURITIES 23 PLC,06493089,"['APEX TRUST CORPORATE LIMITED:', 'MARTIN, Sean Peter:', 'APEX CORPORATE SERVICES (UK) LIMITED:', 'APEX TRUST CORPORATE LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
3450372,RESIDENTIAL MORTGAGE SECURITIES 29 PLC,10510806,"['APEX TRUST CORPORATE LIMITED:', 'MARTIN, Sean Peter:', 'APEX CORPORATE SERVICES (UK) LIMITED:', 'APEX TRUST CORPORATE LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
3450374,RESIDENTIAL MORTGAGE SECURITIES 30 PLC,10792625,"['APEX TRUST CORPORATE LIMITED:', 'MARTIN, Sean Peter:', 'APEX CORPORATE SERVICES (UK) LIMITED:', 'APEX TRUST CORPORATE LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
3450376,RESIDENTIAL MORTGAGE SECURITIES 31 PLC,11579375,"['APEX TRUST CORPORATE LIMITED:', 'MARTIN, Sean Peter:', 'APEX CORPORATE SERVICES (UK) LIMITED:', 'APEX TRUST CORPORATE LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
3450378,RESIDENTIAL MORTGAGE SECURITIES 32 PLC,12697961,"['APEX TRUST CORPORATE LIMITED:', 'MARTIN, Sean Peter:', 'APEX CORPORATE SERVICES (UK) LIMITED:', 'APEX TRUST CORPORATE LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
3450446,RESIDENTIAL SECURE INCOME PLC,10683026,"['COMPUTERSHARE COMPANY SECRETARIAL SERVICES LIMITED:', 'BAILEY, Carol Elaine:', 'CARLETON, John:', 'GRAY, Robert Blackburn:', 'WHITEMAN, Robert Arthur:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3450582,RESIDUAL INTEREST PARAGON MORTGAGES (NO. 12) PLC,12005588,"['MAPLES FIDUCIARY SERVICES (UK) LIMITED:', 'JONES, Jennifer Lynn:', 'MAPLESFS UK CORPORATE DIRECTOR NO.1 LIMITED:', 'MAPLESFS UK CORPORATE DIRECTOR NO.2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
3450718,RESILIENT (HOLDINGS) PLC,08233891,"['LOW, Ryan-Scott:', 'LAMB, Alan Peter Mackenzie:', 'LEWIS, William Bowen George:', 'PATERSON, Geoffrey David:']","['Secretary', 'Director', 'Director', 'Director']"
3450792,RESILIENT PLC,01403177,"['LOW, Ryan-Scott:', 'ANAND, Abhinav:', 'DRAKE, Chris:', 'JACKSON, Alastair:', 'LAMB, Alan Peter Mackenzie:', 'MELLING, Jamie Robert:', 'PATERSON, Geoffrey David:', 'SURANI, Heena:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3451116,RESLOC UK 2007-1 PLC,06101090,"['WILMINGTON TRUST SP SERVICES (LONDON) LIMITED:', 'WYNNE, Daniel Jonathan:', 'WILMINGTON TRUST SP SERVICES (LONDON) LIMITED:']","['Secretary', 'Director', 'Director']"
3451448,RESOLUTION PROPERTY PLC,03479287,"['LAURENCE, Robert:', ""O'DONNELL, Scott Clayton:"", 'SCOTT, Shane Brendan:', 'STEER, George Augustine Barton:']","['Director', 'Director', 'Director', 'Director']"
3452038,RESOURCE CONVERSION PLC,07571571,"['ONDERWATER, Hugo Anthonie Folke Godfried Reinier:', 'VOS, Christoffel Hendrik Lodewijk:']","['Director', 'Director']"
3453647,RESTORE PLC,05169780,"['WAUDBY, Sarah Lesley:', 'BAYLAY, Sharon:', 'BLIGH, Charles Edward:', 'DAVY, Susan Jane:', 'HOPKINS, James:', 'RITCHIE, Neil James:', 'TOWERS, Martin George:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3454238,RETAIL CHARITY BONDS PLC,08940313,"['MARITZ, Briony:', 'COLEMAN, Ian:', ""D'SILVA, Gordon Patrick:"", 'HACKETT, Thomas Ernest:', 'JONES, Timothy Roy Treleaven:', 'TATTERSALL, John Hartley:', 'WRIGHT, Philip Duncan:', 'ZANUSO, Evita Chiang:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3454411,RETAIL HUMAN RESOURCES PLC,03699291,"['TAILOR, Rakesh:', 'BURGESS, Peter:', 'ELLIS, Jason:', 'FLESCH, Mark:', 'HORWOOD, Richard Jonathan:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3456284,REUBEN POWER PLC,06357358,"['LAYTONS SECRETARIES LIMITED:', 'BENSON-COLPI, Michael:', 'LINDBLAD, Sven Jan:', 'RAMCHURN, Satyadev:']","['Secretary', 'Director', 'Director', 'Director']"
3457420,REVERSIONARY PROPERTY CONSORTIUM PLC,04801710,"['BOWNE, Charles Justin:', 'BOWNE, Charles Justin:', 'SPENCER, Gavin Lee:', 'WHITTAM, Michael John:']","['Secretary', 'Director', 'Director', 'Director']"
3457960,REVIVAL HOLDINGS PLC,12543326,"['FIRST SENTINEL ADVISORY LIMITED:', 'MCCULLOUGH, Conor Joseph:', 'NADIR, Birol:']","['Secretary', 'Director', 'Director']"
3458629,REVOLUTION BARS GROUP PLC,08838504,"['DAVIES, Danielle Hazel Brockelsby:', 'BIRD, Jemima Chloe:', 'DAVIES, Danielle Hazel:', 'EDELMAN, Keith Graeme:', 'PITCHER, Robert Anthony:', 'TUFFY, William:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
3460127,REYDON SPORTS PLC,02833782,"['BROOKES, Peter:', 'BROOKES, Peter:', 'DOHERTY, Frank Walker:', 'DOHERTY, Samuel Francis:', 'MCGOVERN, Justine:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3464828,RHINO RUGBY BONDS PLC,09694491,"['GORDONS NOMINEE SECRETARIES LIMITED:', 'BRAY, Nicholas James:', 'CLARK, Reginald Blythe:']","['Secretary', 'Director', 'Director']"
3465543,RHODIUM GROUP PLC,09707899,"['NOMINEE COMPANY SECRETARY LTD:', 'SANDERS, Caroline:', 'NOMINEE COMPANY DIRECTOR LTD:']","['Secretary', 'Director', 'Director']"
3465882,RHP FINANCE PLC,09331195,"['BISHOPP, Corinna Jayne:', 'BISHOPP, Corinna Jayne:', 'DONE, David Harry:', 'NEWBURY, John Edward:', 'SPEAK, Stephen Geoffrey Michael:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3467477,RIBBON FINANCE 2018 PLC,11327843,"['CSC CORPORATE SERVICES (UK) LIMITED:', 'NOWACKI, John Paul:', 'CSC DIRECTORS (NO.1) LIMITED:', 'CSC DIRECTORS (NO.2) LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
3467813,RICARDO PLC,00222915,"['RYAN, Patricia Mary:', 'BOWEN, Laurie Anne:', 'BOYER, Jack Byron:', 'GIBSON, Ian Jeffrey:', 'KING, Russell John:', 'MORGAN, Terence Keith, Sir:', 'PERSSON, Eva Christina Malin:', 'SHEMMANS, David John:', 'SPENCER, William:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3474045,RICOH EUROPE HOLDINGS PLC,06273215,"['DOWNING, Nicola Clare:', 'MILLS, David:', 'OYAMA, Akira:']","['Secretary', 'Director', 'Director']"
3474046,RICOH EUROPE PLC,00720944,"['DOWNING, Nicola Clare:', 'DOWNING, Nicola Clare:', 'MILLS, David:', 'STUART, Timothy Ian:']","['Secretary', 'Director', 'Director', 'Director']"
3474990,RIDGECREST PLC,01700310,"['HOLT, Philip James Eric:', 'HOLT, Philip James Eric:', 'NORMAND, James Patrick:', 'THESIGER, Robert:']","['Secretary', 'Director', 'Director', 'Director']"
3475930,RIDOUTS PROFESSIONAL SERVICES PLC,09482868,"['RIDOUT, Nicholas Paul:', 'BARKER, Caroline:', 'CRAIG, Kevin Daniel Patrick:', 'RIDOUT, Nicholas Paul:', 'WILDE, Jennifer Patricia:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3476122,RIF WORLDWIDE PLC,04416179,"['SULLY, Scott Anthony:', 'FOX, Sean Jacob:', 'GIBSON, Wayne Henry:', 'GILBERT, Mark John:', 'SULLY, Scott Anthony:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3476468,RIGBY GROUP (RG) PLC,03437118,"['GARRATT, Georgina Mary:', 'CAMPION, Herbert Walter:', 'RIGBY, James Peter:', 'RIGBY, Patricia Ann:', 'RIGBY, Peter, Sir:', 'RIGBY, Steven Paul:', 'WHITFIELD, Peter:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3477286,RIGHT OF REPLY PLC,10239054,"['JAGATIA, Nilesh Kumar:', 'BROOKS, Thomas Eliot:', 'JAGATIA, Nilesh Kumar:', 'TIZZONI, David Enrico:', 'VILLA, Alfredo:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3477935,RIGHTMOVE PLC,06426485,"['ODELL, Sandra Judith:', 'BROOKS JOHNSON, Peter:', 'DE ROJAS CBE, Jacqueline:', 'DOLAN, Alison Ann:', 'FINDLAY, Andrew Robert:', 'FISHER, Andrew Raymond:', 'PAREKH, Rakhi:', 'TILBIAN, Lorna Mona:', 'TIWARI, Amit:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3480136,RINGWAY DEVELOPMENTS PLC,02027822,"['COCHRANE, Jenny Francesca:', 'BRAMALL, Janine:', 'SMART, Karen:']","['Secretary', 'Director', 'Director']"
3480588,RIO TINTO FINANCE (USA) PLC,06287014,"['RIO TINTO SECRETARIAT LIMITED:', 'ALLEN, Steven Patrick:', 'COX, Matthew:', 'KIDDLE, John Patrick:', 'MARTINS ALEXANDRE, Abel:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3480589,RIO TINTO FINANCE PLC,00358901,"['RIO TINTO SECRETARIAT LIMITED:', 'ALLEN, Steven Patrick:', 'COX, Matthew:', 'KIDDLE, John Patrick:', 'MARTINS ALEXANDRE, Abel:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
3480607,RIO TINTO PLC,00719885,"['ALLEN, Steven Patrick:', 'CLARK, Megan Elizabeth, Dr:', 'GHARBI, Hinda:', 'HENRY, Simon Peter:', ""L'ESTRANGE, Michael Gerard:"", 'LAIDLAW, William Samuel Hugh:', 'MCKEON, Simon Vincent:', 'NASON, Jennifer Anne:', 'STAUSHOLM, Jakob:', 'THOMPSON, Simon Robert:', 'WOODS, Ngaire Tui, Dr.:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3480788,RIOT INVESTMENTS & FINANCE CORPORATION PLC,11398517,"['MARGARETTA CORPORATE SECRETARIES LTD:', 'AMALFI, Joe:', 'BOSNEAG, Buran:', 'RADU, Dorin:']","['Secretary', 'Director', 'Director', 'Director']"
3481120,RIPON MORTGAGES PLC,10664477,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'ABRAHAMS, Susan Iris:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
3483500,RIT CAPITAL PARTNERS PLC,02129188,"['J ROTHSCHILD CAPITAL MANAGEMENT LIMITED:', 'COSTELETOS, Philippe Marinos:', 'FANARI, Maggie:', 'LEIGH-PEMBERTON, James Henry, Sir:', 'PARR, Maxim:', 'PEROLD, Andre:', 'POWER, Michael Kevin:', 'ROTHSCHILD, Hannah Mary, The Hon:', 'SILLEM, Jeremy William:', 'SORRELL, Jonathan Edward Hugh:', 'STIRLING, Amy:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
3483985,RITORNO PLC,11752652,"['NICOLSON, Sean Torquil:', 'AKERS, Christopher Robin:', 'HORROCKS, Mark Ian:']","['Secretary', 'Director', 'Director']"
3484628,RIVER AND MERCANTILE GROUP PLC,04035248,"['BUCKMASTER, Sally Angela:', 'BARHAM, James:', 'CRAWFORD-INGLE, Angela Doreen:', 'DAWSON, Jonathan Donald Sherlock:', 'GILBERT, Martin James:', 'GREENWOOD, Miriam Valerie:', 'MISSELBROOK, John:', 'WILSON, Simon Levick Garth:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
